sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
675 /escm/login/auth,10,165,67,502,502,549,47,549,0.00%,.0,.1,181.68
Hit_the_portal_with-cache,10,165,67,502,502,549,47,549,0.00%,.0,.1,181.68
676 /escm/login/doAuth?id=loginform,10,1344,1333,1528,1528,1664,1061,1664,0.00%,.0,.2,175.71
680 /escm/dashboard/myAccountInfo,10,1026,975,1229,1229,1286,777,1286,0.00%,.0,.2,166.55
SP_user_login_46_with_cache,10,2370,2264,2657,2657,2814,1854,2814,0.00%,.0,.3,284.82
681 /escm/customer/index,10,1139,1069,1312,1312,1740,849,1740,0.00%,.0,.3,242.82
682 /escm/customer/list,10,1196,1170,1641,1641,2003,720,2003,0.00%,.0,.3,380.73
684 /escm/customer/setSearchBy,10,23,17,35,35,48,14,48,0.00%,.0,.0,10.51
686 /escm/messages,10,17,14,25,25,37,11,37,0.00%,.0,.0,8.11
685 /escm/customer/listByCriteria,10,300,255,443,443,576,215,576,0.00%,.0,.1,110.81
687 /escm/customer/renderCustomerOrganizationDetails,10,632,514,865,865,899,466,899,0.00%,.0,.7,162.46
688 /escm/messages,10,18,14,18,18,66,10,66,0.00%,.0,.0,15.88
689 /escm/messages,10,13,12,14,14,24,11,24,0.00%,.0,.0,3.66
List_organizations_with_cache,10,3342,3321,3959,3959,4140,2311,4140,0.00%,.0,1.4,581.41
TOTAL,140,839,502,2311,2827,3959,10,4140,0.00%,.3,3.7,994.26
